,id,n_victimas,anio,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad,dia_noche
15088,LC-2020-0294689,1,2020,June,11,,,13,2,AVENIDA,no,Point (105679.516128172 103811.172724086),-58.401387919535,-34.59489914062,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,21-30,Noche
15090,LC-2020-0294911,1,2020,June,11,,,14,5,AVENIDA,si,Point (104296.571534845 99891.6728159584),-58.416443624301,-34.630237757631,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15092,LC-2020-0294999,1,2020,June,11,,,15,8,AVENIDA,no,Point (100397.2536219 95045.4496520007),-58.458965651615,-34.673932038315,PEATON,AUTO,leve,PEATON,mujer,31-40,Noche
15094,LC-2020-0295115,1,2020,June,11,,,17,4,AVENIDA,si,Point (105303.776626913 97684.6488683918),-58.405445888672,-34.650128019694,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15095,LC-2020-0295201,1,2020,June,11,,,17,10,AVENIDA,si,Point (98199.3154838289 99466.6384098743),-58.482938143836,-34.634076272289,MOTO,CAMIONETA,grave,MOTO,mujer,11-20,Noche
15096,LC-2020-0295215,1,2020,June,11,,,17,4,CALLE,si,Point (107720.289514158 98074.1097197424),-58.379089876224,-34.646602058323,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15097,LC-2020-0295241,1,2020,June,11,,,19,9,AVENIDA,si,Point (98094.9463807333 97904.3609519953),-58.484080006863,-34.648159023174,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15099,LC-2020-0295349,1,2020,June,11,,,20,15,AVENIDA,si,Point (102699.738049922 102921.031697643),-58.433867323477,-34.602935252215,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
15102,LC-2020-0296224,1,2020,June,12,,,15,13,CALLE,si,Point (99610.7481291789 107355.052935967),-58.467540937383,-34.562968276160,MOTO,AUTO,leve,MOTO,varon,61-70,Noche
15103,LC-2020-0296409,1,2020,June,12,,,15,10,CALLE,si,Point (95610.5561169085 100994.595964615),-58.511163128137,-34.620294719561,AUTO,AUTO,leve,AUTO,varon,41-50,Noche
15104,LC-2020-0296777,4,2020,June,12,,1900-01-01 18:25:00,18,SD,SD,no,SD,SD,SD,AUTO,CAMIONETA,leve,AUTO,mujer,51-60,Día
15105,LC-2020-0296777,4,2020,June,12,,1900-01-01 18:25:00,18,SD,SD,no,SD,SD,SD,AUTO,CAMIONETA,leve,AUTO,varon,51-60,Día
15106,LC-2020-0296777,4,2020,June,12,,1900-01-01 18:25:00,18,SD,SD,no,SD,SD,SD,AUTO,CAMIONETA,leve,AUTO,varon,31-40,Día
15107,LC-2020-0296777,4,2020,June,12,,1900-01-01 18:25:00,18,SD,SD,no,SD,SD,SD,AUTO,CAMIONETA,leve,AUTO,varon,31-40,Día
15108,LC-2020-0295766,1,2020,June,12,,1900-01-01 11:05:00,11,SD,SD,no,0,0,0,PEATON,MOTO,leve,PEATON,varon,51-60,Día
15109,LC-2020-0296652,1,2020,June,12,,1900-01-01 19:45:00,19,SD,SD,no,Point (103039.512732649 106863.912708427),0,0,MOTO,OBJETO FIJO,leve,MOTO,varon,31-40,Noche
15117,LC-2020-0297330,1,2020,June,13,,,14,8,CALLE,si,Point (97036.3219684949 94810.4409527756),-58.495638345496,-34.676046088871,MOTO,CAMIONETA,leve,MOTO,varon,41-50,Noche
15118,LC-2020-0297498,1,2020,June,13,,1900-01-01 13:30:00,13,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,21-30,Día
15121,LC-2020-0298774,1,2020,June,14,,1900-01-01 05:35:00,5,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15124,LC-2020-0299211,1,2020,June,14,,,18,8,AVENIDA,no,Point (98180.6464011554 94130.8344961142),-58.483153562393,-34.682175008276,AUTO,OBJETO FIJO,leve,AUTO,mujer,11-20,Noche
15125,LC-2020-0299278,3,2020,June,14,,,21,1,CALLE,si,Point (107393.80855328 99820.7553833573),-58.382666134943,-34.630859548015,AUTO,AUTO,leve,AUTO,varon,41-50,Noche
15126,LC-2020-0299278,3,2020,June,14,,,21,1,CALLE,si,Point (107393.80855328 99820.7553833573),-58.382666134943,-34.630859548015,AUTO,AUTO,leve,AUTO,mujer,31-40,Noche
15129,LC-2020-0303490,1,2020,June,15,,,11,8,CALLE,no,Point (99354.656179924 95934.9628860513),-58.470340923162,-34.665913493149,PEATON,CAMION,leve,PEATON,varon,21-30,Noche
15130,LC-2020-0303607,1,2020,June,15,,,14,9,CALLE,si,Point (97345.5371656139 97149.1940485233),-58.492256858017,-34.654964656829,TAXI,AUTO,leve,TAXI,varon,21-30,Noche
15133,LC-2020-0305922,3,2020,June,16,,,22,1,AVENIDA,no,Point (108011.817813848 105416.098477192),-58.375978849072,-34.580416214396,AUTO,CAMION,leve,AUTO,varon,41-50,Noche
15134,LC-2020-0305922,3,2020,June,16,,,22,1,AVENIDA,no,Point (108011.817813848 105416.098477192),-58.375978849072,-34.580416214396,AUTO,CAMION,leve,AUTO,varon,21-30,Noche
15135,LC-2020-0305922,3,2020,June,16,,,22,1,AVENIDA,no,Point (108011.817813848 105416.098477192),-58.375978849072,-34.580416214396,AUTO,CAMION,leve,AUTO,varon,21-30,Noche
15136,LC-2020-0309971,1,2020,June,16,,,5,15,AVENIDA,si,Point (99629.9216655248 102997.511694289),-58.467334188862,-34.602249147493,TAXI,CAMION,leve,TAXI,varon,51-60,Noche
15137,LC-2020-0310007,1,2020,June,16,,,4,1,CALLE,no,Point (108137.042424497 103756.583070976),-58.374598241735,-34.595374834776,MOVIL,OBJETO FIJO,leve,MOVIL,varon,31-40,Noche
15138,LC-2020-0310411,1,2020,June,16,,,11,13,AVENIDA,si,Point (101284.961286973 108259.362610538),-58.449298836516,-34.554815745295,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15142,LC-2020-0310717,2,2020,June,16,,,13,15,AVENIDA,si,Point (98022.8535341474 103509.209225329),-58.484852953414,-34.597634562925,MOTO,MOTO,leve,MOTO,varon,41-50,Noche
15144,LC-2020-0311032,1,2020,June,16,,,10,4,CALLE,si,Point (104636.26626687 97577.2745658733),-58.412726573242,-34.651099130751,MOTO,TRANSPORTE PUBLICO,leve,MOTO,mujer,21-30,Noche
15146,LC-2020-0312268,1,2020,June,16,,,17,6,AVENIDA,no,Point (100986.560192539 102557.073559136),-58.452543857515,-34.606219108865,MOTO,AUTO,grave,MOTO,varon,21-30,Noche
15147,LC-2020-0312778,1,2020,June,17,,,6,1,AVENIDA,si,Point (108602.897771037 103429.39485413),-58.369516695333,-34.598320475708,PEATON,AUTO,leve,PEATON,varon,51-60,Noche
15150,LC-2020-0312865,1,2020,June,17,,,12,14,CALLE,si,Point (104162.806888185 104626.751516565),-58.417925313361,-34.587554341139,PEATON,AUTO,leve,PEATON,mujer,71-80,Noche
15152,LC-2020-0313081,1,2020,June,17,,,13,3,AVENIDA,si,Point (105681.119950787 101644.476996202),-58.401356075197,-34.614430633031,PEATON,AUTO,leve,PEATON,mujer,71-80,Noche
15155,LC-2020-0313301,1,2020,June,17,,,16,7,AVENIDA,si,Point (100768.992316435 98809.4733922217),-58.454912704053,-34.640001634900,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15156,LC-2020-0313347,1,2020,June,17,,,14,1,CALLE,si,Point (108535.685019427 104845.756070497),-58.370263544390,-34.585553343515,CAMION,CAMION,leve,CAMION,varon,31-40,Noche
15157,LC-2020-0313350,1,2020,June,17,,,15,3,AVENIDA,no,Point (106213.520895349 102725.49805748),-58.395558929641,-34.604682809141,MOTO,TAXI,leve,MOTO,varon,21-30,Noche
15158,LC-2020-0314539,1,2020,June,17,,,0,1,AVENIDA,no,Point (107079.976692795 100260.806238652),-58.386092295085,-34.626894960365,PEATON,MOTO,leve,PEATON,varon,31-40,Noche
15159,LC-2020-0314605,1,2020,June,17,,,19,13,CALLE,si,Point (101383.100121634 106548.449020498),-58.448226879434,-34.570238628654,AUTO,TAXI,leve,AUTO,varon,21-30,Noche
15160,LC-2020-0314609,1,2020,June,17,,,20,4,CALLE,no,Point (108022.174945985 98308.5074055985),-58.375799227988,-34.644486812861,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,21-30,Noche
15161,LC-2020-0314798,1,2020,June,18,,,1,5,AVENIDA,si,Point (104290.784429732 100919.102457299),-58.416511867917,-34.620976130709,AUTO,OBJETO FIJO,leve,AUTO,varon,51-60,Noche
15164,LC-2020-0315227,1,2020,June,18,,,11,8,CALLE,si,Point (99106.1471895037 93761.3288289378),-58.473054635939,-34.685507121720,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,31-40,Noche
15166,LC-2020-0315409,1,2020,June,18,,,13,4,CALLE,si,Point (103071.329448424 98049.8560106367),-58.429798935705,-34.646844914258,CAMIONETA,AUTO,leve,UTILITARIO,varon,31-40,Noche
15168,LC-2020-0315501,1,2020,June,18,,,14,5,AVENIDA,no,Point (104327.125266731 99954.490183601),-58.416110737427,-34.629671371010,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,41-50,Noche
15169,LC-2020-0315677,1,2020,June,18,,,17,11,CALLE,si,Point (97930.4012094473 101405.053523691),-58.485866064871,-34.616602116760,MOTO,CAMION,leve,MOTO,varon,21-30,Noche
15170,LC-2020-0315757,1,2020,June,18,,,14,15,AVENIDA,si,Point (102106.280636472 102593.066895453),-58.440336357749,-34.605893022951,MOTO,MOVIL,leve,MOTO,varon,21-30,Noche
15171,LC-2020-0316821,1,2020,June,18,,,17,4,CALLE,no,Point (108066.934368635 97829.5112285807),-58.375306490872,-34.648804303500,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15172,LC-2020-0317101,1,2020,June,18,,,13,3,AVENIDA,si,Point (105037.219521607 99971.5191540426),-58.408366964659,-34.629514661698,MOTO,AUTO,leve,MOTO,varon,61-70,Noche
15173,LC-2020-0314880,1,2020,June,18,,1900-01-01 10:30:00,10,SD,SD,no,Point (97517.8725899 101654.691233),0,0,PEATON,AUTO,leve,PEATON,varon,31-40,Día
15175,LC-2020-0317590,1,2020,June,19,,,11,9,AVENIDA,si,Point (98255.4162854527 96575.618816427),-58.482332450865,-34.660137063567,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15177,LC-2020-0318230,1,2020,June,19,,,16,3,CALLE,no,Point (105556.937406343 101786.351054858),-58.402711009693,-34.613152396148,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15178,LC-2020-0318235,1,2020,June,19,,,18,13,AVENIDA,si,Point (101657.761190689 107735.392377368),-58.445235955005,-34.559538557932,MOTO,OBJETO FIJO,leve,MOTO,varon,21-30,Noche
15179,LC-2020-0318245,1,2020,June,19,,,16,11,GRAL PAZ,si,Point (94879.1290936857 104434.540057847),-58.519117770109,-34.589282193913,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
15180,LC-2020-0319290,1,2020,June,19,,,18,9,AVENIDA,si,Point (95222.5465470701 97483.7518987217),-58.515414076608,-34.651941023082,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15181,LC-2020-0319543,1,2020,June,20,,,23,1,CALLE,si,Point (107585.341935456 102053.666498792),-58.380597180519,-34.610729827600,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15182,LC-2020-0319559,1,2020,June,20,,,0,1,AVENIDA,si,Point (108014.12508656 101318.631137239),-58.375915292257,-34.617352494071,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15185,LC-2020-0319919,1,2020,June,20,,,13,1,AVENIDA,si,Point (107236.036148669 100768.951547966),-58.384394762619,-34.62231326204,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15186,LC-2020-0319957,1,2020,June,20,,,18,1,CALLE,si,Point (107444.586300202 102687.916816637),-58.382137352071,-34.605013458530,PEATON,AUTO,leve,PEATON,varon,21-30,Noche
15187,LC-2020-0320696,1,2020,June,20,,,15,5,CALLE,no,Point (104332.861964337 102093.230848482),-58.416058963332,-34.610391888466,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15188,LC-2020-0331236,1,2020,June,21,,,5,1,AVENIDA,si,Point (107550.963745187 102837.023423887),-58.380978922316,-34.603668578495,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15189,LC-2020-0331278,1,2020,June,21,,,10,11,CALLE,si,Point (96298.9829746319 103155.113298799),-58.503646827748,-34.600821676875,AUTO,TRANSPORTE PUBLICO,leve,AUTO,varon,61-70,Noche
15190,LC-2020-0331378,1,2020,June,21,,,15,8,AVENIDA,si,Point (99796.4594578364 92847.9163326217),-58.465521719621,-34.693741300928,TRANSPORTE PUBLICO,AUTO,leve,TRANSPORTE PUBLICO,mujer,41-50,Noche
15191,LC-2020-0331395,1,2020,June,21,,,14,11,CALLE,si,Point (94993.2878447538 103991.421695415),-58.517876065010,-34.593277226218,AUTO,AUTO,leve,AUTO,varon,51-60,Noche
15193,LC-2020-0332566,1,2020,June,21,,,19,6,AVENIDA,si,Point (101793.834279315 102355.586077197),-58.443742258112,-34.608034351449,CAMIONETA,AUTO,leve,UTILITARIO,mujer,51-60,Noche
15194,LC-2020-0332788,1,2020,June,22,,,3,1,AVENIDA,si,Point (107765.591808612 100792.188546939),-58.378620462793,-34.622099951283,MOTO,AUTO,leve,MOTO,mujer,31-40,Noche
15200,LC-2020-0359038,1,2020,June,23,,,12,15,AVENIDA,si,Point (97783.6794337237 104263.745296509),-58.487458227315,-34.590832343201,MOTO,CAMION,leve,MOTO,varon,21-30,Noche
15201,LC-2020-0359072,1,2020,June,23,,,13,11,CALLE,si,Point (99339.4702272321 102145.232524223),-58.470501360716,-34.609931789476,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15203,LC-2020-0359319,1,2020,June,23,,,13,2,AVENIDA,no,Point (105551.559241702 103384.72493577),-58.402780000199,-34.598744017174,PEATON,TAXI,leve,PEATON,varon,31-40,Noche
15205,LC-2020-0361697,2,2020,June,23,,,20,3,AVENIDA,si,Point (104990.865101895 102099.259386749),-58.408884860002,-34.610334591241,PEATON,MOTO,grave,PEATON,mujer,21-30,Noche
15206,LC-2020-0361697,2,2020,June,23,,,20,3,AVENIDA,si,Point (104990.865101895 102099.259386749),-58.408884860002,-34.610334591241,PEATON,MOTO,grave,PEATON,mujer,11-20,Noche
15207,LC-2020-0361807,1,2020,June,23,,,18,1,CALLE,si,Point (107557.768977447 102696.59698002),-58.380903490396,-34.604934390970,PEATON,MOTO,leve,PEATON,varon,61-70,Noche
15208,LC-2020-0361823,1,2020,June,23,,1900-01-01 19:30:00,19,SD,SD,no,SD,SD,SD,PEATON,AUTO,leve,PEATON,mujer,71-80,Noche
15209,LC-2020-0361852,1,2020,June,23,,,20,5,AVENIDA,si,Point (103924.653256319 103243.547256733),-58.420514864356,-34.600024073442,PEATON,AUTO,leve,PEATON,mujer,41-50,Noche
15210,LC-2020-0362040,1,2020,June,24,,,15,4,AVENIDA,si,Point (105904.093437312 99260.9311657147),-58.398908460349,-34.635915591737,PEATON,TRANSPORTE PUBLICO,leve,PEATON,mujer,21-30,Noche
15212,LC-2020-0362769,1,2020,June,24,,,13,2,AVENIDA,si,Point (105708.148043532 103302.548712197),-58.401072420614,-34.599483938502,MOTO,OBJETO FIJO,leve,MOTO,varon,31-40,Noche
15215,LC-2020-0364202,1,2020,June,24,,,17,5,CALLE,si,Point (103336.319520847 103101.7266774),-58.426928060485,-34.601304553547,MOTO,MOTO,leve,MOTO,varon,21-30,Noche
15216,LC-2020-0364659,1,2020,June,25,,,7,3,CALLE,si,Point (106536.329663055 102358.879852231),-58.392036822337,-34.607985670074,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,21-30,Noche
15217,LC-2020-0364692,1,2020,June,25,,,8,1,AVENIDA,si,Point (107082.372726981 101754.115650717),-58.386078538811,-34.613433667124,PEATON,TAXI,leve,PEATON,mujer,81+,Noche
15218,LC-2020-0364717,1,2020,June,25,,,7,3,AVENIDA,no,Point (106473.885956073 100694.595749646),-58.392705027273,-34.622988585968,CICLISTA,CAMION,grave,CICLISTA,mujer,21-30,Noche
15219,LC-2020-0364831,1,2020,June,25,,,10,1,CALLE,si,Point (107387.058250327 103876.264372894),-58.382774795878,-34.594301604803,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
15220,LC-2020-0365041,1,2020,June,25,,,11,11,AVENIDA,si,Point (97900.6531038382 102609.354010733),-58.486187371993,-34.60574599289,PEATON,AUTO,leve,PEATON,mujer,51-60,Noche
15223,LC-2020-0365198,2,2020,June,25,,,12,10,CALLE,si,Point (97691.3003464973 100356.443208671),-58.488476073634,-34.626054184274,AUTO,CAMIONETA,leve,AUTO,mujer,21-30,Noche
15224,LC-2020-0365198,2,2020,June,25,,,12,10,CALLE,si,Point (97691.3003464973 100356.443208671),-58.488476073634,-34.626054184274,AUTO,CAMIONETA,leve,AUTO,mujer,41-50,Noche
15225,LC-2020-0365340,1,2020,June,25,,,15,3,AVENIDA,si,Point (105244.383960642 102386.613716126),-58.406122530043,-34.607743010292,PEATON,MOTO,leve,PEATON,varon,21-30,Noche
15231,LC-2020-0368201,1,2020,June,26,,,10,5,AVENIDA,si,Point (103453.815493556 102945.871555352),-58.425646529667,-34.602709115667,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15233,LC-2020-0368262,1,2020,June,26,,,11,7,CALLE,si,Point (101832.456591992 98590.9690879649),-58.443313283736,-34.641970021149,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
15238,LC-2020-0369819,1,2020,June,26,,,17,9,CALLE,si,Point (95590.6134741545 96760.2940472876),-58.511402895149,-34.658464191508,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15240,LC-2020-0370153,1,2020,June,27,,,17,4,AVENIDA,si,Point (104268.81672534 96952.1694705855),-58.416731683469,-34.656735622078,AUTO,AUTO,leve,AUTO,varon,21-30,Noche
15241,LC-2020-0370380,1,2020,June,27,,,10,12,AVENIDA,si,Point (97372.5288247393 107539.488568371),-58.491929571645,-34.561302280594,CAMIONETA,AUTO,leve,UTILITARIO,mujer,41-50,Noche
15242,LC-2020-0370439,1,2020,June,27,,,12,9,CALLE,si,Point (95166.194035061 96732.2218499836),-58.516033127758,-34.658715306491,AUTO,AUTO,leve,AUTO,mujer,41-50,Noche
15246,LC-2020-0370658,1,2020,June,27,,,16,15,CALLE,si,Point (101928.792630373 104463.827880143),-58.442275515223,-34.589029512041,MOTO,TAXI,leve,MOTO,varon,21-30,Noche
15249,LC-2020-0371959,1,2020,June,28,,,4,11,AVENIDA,no,Point (97872.2308473073 103502.871073159),-58.486494942286,-34.597691388636,AUTO,OBJETO FIJO,leve,AUTO,mujer,21-30,Noche
15253,LC-2020-0372288,1,2020,June,28,,,17,3,CALLE,si,Point (105918.383953185 100231.39346988),-58.398759317254,-34.627167396173,AUTO,AUTO,leve,AUTO,mujer,11-20,Noche
15254,LC-2020-0374284,1,2020,June,28,,,17,3,CALLE,si,Point (105723.777890882 101056.232860255),-58.400887026797,-34.619733066011,MOTO,MOVIL,leve,MOTO,varon,21-30,Noche
15255,LC-2020-0374289,2,2020,June,28,,,16,6,AVENIDA,si,Point (101227.062195129 102203.859602946),-58.449921332079,-34.609402880825,MOTO,AUTO,grave,MOTO,mujer,21-30,Noche
15256,LC-2020-0374289,2,2020,June,28,,,16,6,AVENIDA,si,Point (101227.062195129 102203.859602946),-58.449921332079,-34.609402880825,MOTO,AUTO,grave,MOTO,varon,21-30,Noche
15257,LC-2020-0236983,1,2020,June,28,,1900-01-01 12:20:00,12,SD,SD,no,0,0,0,MOTO,OBJETO FIJO,grave,MOTO,varon,21-30,Día
15260,LC-2020-0375656,2,2020,June,29,,,6,4,CALLE,no,Point (107805.918329241 99267.9978898664),-58.378166790842,-34.635839277359,TAXI,AUTO,leve,TAXI,mujer,21-30,Noche
15261,LC-2020-0375656,2,2020,June,29,,,6,4,CALLE,no,Point (107805.918329241 99267.9978898664),-58.378166790842,-34.635839277359,TAXI,AUTO,leve,TAXI,varon,31-40,Noche
15263,LC-2020-0375725,1,2020,June,29,,1900-01-01 05:50:00,5,SD,SD,no,Point (99714.50697084223793354 97606.03360796626657248),-58.4664142194363,-34.6508500695196,MOVIL,AUTO,leve,MOVIL,varon,41-50,Noche
15264,LC-2020-0375817,1,2020,June,29,,,16,9,CALLE,si,Point (94531.3015558651 97599.9638824803),-58.522953647089,-34.650889954877,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15265,LC-2020-0376053,1,2020,June,29,,,12,2,AVENIDA,no,Point (105942.135488851 103756.71943633),-58.398524763299,-34.595388534127,PEATON,AUTO,leve,PEATON,mujer,71-80,Noche
15268,LC-2020-0376147,1,2020,June,29,,,14,1,AVENIDA,si,Point (108868.807494307 101370.517856633),-58.366596550438,-34.616877781292,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15270,LC-2020-0376266,1,2020,June,29,,,13,1,AVENIDA,si,Point (108881.589020515 101232.825762772),-58.366455751391,-34.618118881871,TAXI,TRANSPORTE PUBLICO,leve,TAXI,varon,41-50,Noche
15272,LC-2020-0376477,1,2020,June,29,,,17,11,AVENIDA,si,Point (99700.8695092365 102069.34577929),-58.466561114522,-34.61061605241,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15274,LC-2020-0377443,1,2020,June,29,,,17,3,CALLE,no,Point (105355.676417365 102300.223159606),-58.404908619270,-34.608521201807,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15275,LC-2020-0377519,1,2020,June,29,,,18,11,AVENIDA,si,Point (100024.70265664 101557.234385137),-58.463030403451,-34.61523249568,MOTO,OBJETO FIJO,leve,MOTO,mujer,41-50,Noche
15277,LC-2020-0377558,1,2020,June,29,,,21,14,CALLE,no,Point (102904.415171765 105370.695714791),-58.431644167596,-34.580852353169,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15278,LC-2020-0377600,1,2020,June,29,,,17,3,CALLE,si,Point (106022.935571227 101323.095739469),-58.397626855234,-34.617325761581,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15279,LC-2020-0377607,1,2020,June,29,,,21,3,CALLE,si,Point (104899.832284776 101693.35404221),-58.409875062777,-34.613994021521,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15281,LC-2020-0377780,1,2020,June,30,,,6,13,AVENIDA,si,Point (101760.693649048 106537.928066871),-58.444111974782,-34.570332912280,PEATON,AUTO,grave,PEATON,varon,71-80,Noche
15284,LC-2020-0377852,1,2020,June,30,,,8,15,AVENIDA,no,Point (100736.776955927 102965.055629798),-58.455267410157,-34.602541581934,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15285,LC-2020-0378137,1,2020,June,30,,1900-01-01 12:45:00,12,4,SD,no,Point (104282.235390 96691.869462),-58.416584,-34.659082,AUTO,CAMION,leve,AUTO,varon,31-40,Día
15286,LC-2020-0378334,1,2020,June,30,,,14,3,CALLE,si,Point (106395.99112992 102476.86070047),-58.393567755298,-34.606923018586,PEATON,TAXI,leve,PEATON,mujer,61-70,Noche
15287,LC-2020-0378363,1,2020,June,30,,1900-01-01 13:45:00,13,SD,SD,no,SD,SD,SD,AUTO,AUTO,leve,AUTO,varon,41-50,Día
15288,LC-2020-0378480,1,2020,June,30,,,16,9,AVENIDA,si,Point (96433.6669570948 97551.9684857957),-58.502202480974,-34.651331090329,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15290,LC-2020-0378574,1,2020,June,30,,,18,11,AVENIDA,si,Point (94707.2170824396 101347.504420876),-58.521011081983,-34.617109151443,CICLISTA,AUTO,grave,CICLISTA,mujer,11-20,Noche
15291,LC-2020-0379573,1,2020,June,30,,,18,15,AVENIDA,si,Point (102449.542538225 103414.768951943),-58.436596328125,-34.598485107235,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
15293,LC-2020-0379669,1,2020,June,30,,,19,14,AVENIDA,no,Point (102494.301249984 107229.193655613),-58.436119347290,-34.564100034895,PEATON,AUTO,grave,PEATON,varon,41-50,Noche
15294,LC-2020-0381621,1,2020,June,30,,,19,7,AVENIDA,no,Point (100588.415879023 99925.0009781269),-58.456882912135,-34.629945956973,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15296,LC-2020-0381757,1,2020,July,1,,,0,3,CALLE,si,Point (106285.178623995 101947.903357517),-58.394771998320,-34.611691935534,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15297,LC-2020-0383008,1,2020,July,1,,,8,14,AUTOPISTA,si,Point (104267.20403145 107423.70861722),-58.416801253224,-34.562340848352,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15298,LC-2020-0383076,1,2020,July,1,,,10,3,CALLE,si,Point (105733.950156227 100918.103260547),-58.400775182401,-34.620978164502,MOVIL,CAMIONETA,leve,MOVIL,mujer,31-40,Noche
15299,LC-2020-0383219,1,2020,July,1,,,13,10,CALLE,si,Point (96838.164250176 101697.618481433),-58.497774389136,-34.613961974655,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
15300,LC-2020-0383282,1,2020,July,1,,,13,9,GRAL PAZ,si,Point (94949.5305150086 96309.4913970691),-58.518399307019,-34.662524884133,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15301,LC-2020-0383304,1,2020,July,1,,,12,11,AVENIDA,si,Point (98651.3747080348 100752.361762551),-58.478005859216,-34.622486981509,AUTO,AUTO,leve,AUTO,varon,61-70,Noche
15303,LC-2020-0383584,1,2020,July,1,,,17,7,AVENIDA,si,Point (101597.462993123 99180.5948520081),-58.445877439067,-34.636655295892,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15308,LC-2020-0385768,1,2020,July,1,,,20,1,AVENIDA,si,Point (108808.259310284 102022.908858628),-58.367263482287,-34.610997388081,AUTO,TRANSPORTE PUBLICO,leve,AUTO,varon,31-40,Noche
15311,LC-2020-0387439,1,2020,July,2,,,13,3,CALLE,si,Point (106195.707159594 100406.51612422),-58.395736352383,-34.625587150363,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,21-30,Noche
15313,LC-2020-0390170,1,2020,July,3,,,11,12,AVENIDA,no,Point (98339.6113470015 108162.944577609),-58.481390511624,-34.555684210151,PEATON,AUTO,leve,PEATON,varon,21-30,Noche
15316,LC-2020-0390521,1,2020,July,3,,,12,9,AVENIDA,si,Point (99619.9599638457 97672.0199684932),-58.467445522066,-34.650255209721,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15320,LC-2020-0390611,1,2020,July,3,,,14,12,GRAL PAZ,si,Point (98693.6702439826 109871.787097337),-58.477530039390,-34.54028036728,AUTO,CAMION,leve,AUTO,mujer,31-40,Noche
15325,LC-2020-0405146,1,2020,July,4,,,6,1,AVENIDA,si,Point (108334.329393635 103671.272996587),-58.372446800024,-34.596142284434,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,varon,21-30,Noche
15328,LC-2020-0409333,1,2020,July,4,,,13,5,CALLE,si,Point (104221.838735116 100157.049125967),-58.417259926437,-34.627845859917,AUTO,AUTO,grave,AUTO,varon,61-70,Noche
15329,LC-2020-0409386,1,2020,July,4,,,15,15,AVENIDA,si,Point (100272.313364866 104833.497107453),-58.460331410971,-34.585698833823,CAMIONETA,AUTO,leve,UTILITARIO,varon,31-40,Noche
15332,LC-2020-0411477,1,2020,July,4,,,21,5,CALLE,si,Point (103643.976987909 103344.433911439),-58.423575094551,-34.599115657349,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
